username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
;2018/06/18 23:05;4;7;"Render Teste (Copa Zenix) @BlackoutZG0D pic.twitter.com/AoIwbeBpMi";;@BlackoutZG0D;;"1008817932904947712";https://twitter.com/aneyy_q/status/1008817932904947712
;2018/06/18 23:05;4;5;"2018 @MotorikFC Defensive Trialists: GK @Ohitstarik @Sebastian1SA @cartertyree6 DF @Kevin_GBC @benjafari8 @OG_Biddle Renteria @Big_DenDen @Barcarob18Sefah @D_Lazo08 Stabbe DMF @chrismcghan9 @GradysmendozaB #AllezMotorikpic.twitter.com/2M7rU43vkR";;@MotorikFC @Ohitstarik @Sebastian1SA @cartertyree6 @Kevin_GBC @benjafari8 @OG_Biddle @Big_DenDen @Barcarob18Sefah @D_Lazo08 @chrismcghan9 @GradysmendozaB;#AllezMotorikpic;"1008817918405173255";https://twitter.com/MotorikFC/status/1008817918405173255
;2018/06/18 23:03;23;208;"VOMITEI: http://youtu.be/OkeNV-XIq0k?a  via @YouTube";;@YouTube;;"1008817611403153413";https://twitter.com/t3ddyyyyy/status/1008817611403153413
;2018/06/18 23:03;2;6;"Danke an alle die das ermöglicht habenpic.twitter.com/M2aovMTfNK";;;;"1008817590888738816";https://twitter.com/Joni_der_Graue/status/1008817590888738816
;2018/06/18 22:59;3;11;"diese scheiss dreckswichser die jetzt ankommen ÜHHH X HAT NE SCHWANGERE FRAU GESCHLAGEN ER HAT DEN HYPE NICHT VERDIENT STFU NIEMAND HAT DEN TOD VERDIENT DU DUMMER SPASTI KOMM KLAR ALTER";;;;"1008816520221396993";https://twitter.com/heavyliquorsins/status/1008816520221396993
;2018/06/18 22:58;1;5;"der moment wenn du denkst das dein tweet jd und 23 weiteren gefällt aber @JzudemD einfach nur reintrollt";;@JzudemD;;"1008816311277940736";https://twitter.com/societyleftover/status/1008816311277940736
;2018/06/18 22:56;2;9;"Mit dir unterm Sternenhimmel....Hand in Hand...am Meer entlang";;;;"1008815732493291521";https://twitter.com/einhorn312/status/1008815732493291521
;2018/06/18 22:55;1;6;"das darf nd sein";;;;"1008815597994508290";https://twitter.com/Shvnxaaa/status/1008815597994508290
;2018/06/18 22:55;20;24;""Die Drohkulisse der CSU droht zusammenzustürzen, und das Endspiel droht für niemanden so gefährlich zu werden wie für die CSU selbst." Unser Kommentar zum Asyl-Streit in Deutschland: https://www.nzz.ch/meinung/die-csu-muss-sich-nach-dem-forschen-vorstoss-in-der-asylpolitik-selber-fuerchten-ld.1396008 …pic.twitter.com/yx2pMwA36w";;;;"1008815417471709185";https://twitter.com/NZZ/status/1008815417471709185
;2018/06/18 22:54;2;16;"Was macht die Sehnsucht mit all den verlorenen Gedanken?";;;;"1008815360538267649";https://twitter.com/DeichCruiser/status/1008815360538267649
;2018/06/18 22:54;2;5;"Jetzt twittern alle wie behindert X doch gewesen sei aber wenn ihre Lieblingsrapper Mist bauen verteidigen sie ihn und würden selbst mit Fackeln auf deren Hater rennen";;;;"1008815273040805889";https://twitter.com/pinkphloyddxo/status/1008815273040805889
;2018/06/18 22:52;3;12;"Wenn gewisse, getriggerte Magic Games Teilnehmer spoilern müssen, finde ich das echt ziemlich armselig und traurig. Wenn ihr von besagter Person gespoilert wurdet, tut's mir leid. ^^";;;;"1008814797805236225";https://twitter.com/KompetenzSimba/status/1008814797805236225
;2018/06/18 22:51;15;40;"Ob @BILD oder @jreichelt - der Journalismus befindet sich zunehmend in Händen derer, die Ängste schüren und Hetze unterstützen, was gesellschaftlich schädlich ist. Dieser Boulevard-Schmutz hat unsere Faszination für Tageszeitungen zerstört.https://twitter.com/jreichelt/status/1008783859423596545 …";;@BILD @jreichelt;;"1008814550500683776";https://twitter.com/postillleaks/status/1008814550500683776
;2018/06/18 22:50;8;23;"Seehofer und Kurz: ein Urlaub auf der Aquarius und 1 Jahr nicht an Land gehen dürfen! Weil die Route geschlossen ist.";;;;"1008814191141179393";https://twitter.com/OMASGEGENRECHTS/status/1008814191141179393
;2018/06/18 22:50;2;6;"Das Söder Interview im @ZDFheute war schon vielsagend. Bayern schert sich einen Dreck um die zwei Wochen, sie schaffen Fakten und bereiten vor. Die Zeit hätten sie eh gebraucht. Die CDU wird jetzt nichts mehr tuen. Ich hoffe inständig, dass die SPD die Chance ergreift!";;@ZDFheute;;"1008814148002738177";https://twitter.com/C_Schymura/status/1008814148002738177
;2018/06/18 22:49;7;41;"28. Bezieht es irgendjemand auf dein Aussehen, wenn du etwas nicht so gut kannst? Fragen Sie mal die verstockten Rassistinnen und Sexistinnen, die in Ihrem Blatt über alte, weisse Männer herziehen.";;;;"1008813964589961216";https://twitter.com/_donalphonso/status/1008813964589961216
;2018/06/18 22:49;2;6;"Die @deuxcvsix ist heute sehr unromantisch. Ich so: "ich bin der Mann der deine Träume erfüllt". Sie so: "nein, du bist der Mann der neben mir träumt"";;@deuxcvsix;;"1008813949616381952";https://twitter.com/dd0ul/status/1008813949616381952
;2018/06/18 23:08;2;4;"alter könnt ihr mal aufhören x mit PEEP zu vergleichen wtf";;;;"1008818873905410048";https://twitter.com/lungenkrebs420/status/1008818873905410048
;2018/06/18 23:08;1;1;"Krasser headshot snipe im laufen! #Fortnite #NintendoSwitchpic.twitter.com/1czvKOsak6";;;#Fortnite #NintendoSwitchpic;"1008818792418308096";https://twitter.com/gamezone_lp/status/1008818792418308096
;2018/06/18 23:07;1;3;"Mit @MadameCatty auf dem Sofa liegen und Fremdsprachen lernen. La donna mangia la mela. Le garçon mange une pomme.";;@MadameCatty;;"1008818552219062278";https://twitter.com/meloveskekse/status/1008818552219062278
;2018/06/18 22:53;2;4;"Denk mal drüber nach...pic.twitter.com/Q64WqdD1c7";;;;"1008814976923029506";https://twitter.com/KleinNaseweis/status/1008814976923029506
;2018/06/18 22:52;1;8;"Kp erst Peep jetzt X ich hab kb mehr auf dieses Leben ein Glück bin ich im Kino und trinke heimlich Alkohol";;;;"1008814810442665985";https://twitter.com/pinkphloyddxo/status/1008814810442665985
;2018/06/18 22:52;3;12;"Manchmal hoffe ich darauf irgendwann aufzuwachen und mir so zu denken wow krasser Alptraum aber jetzt geht mein schönes Leben weiter";;;;"1008814633531203584";https://twitter.com/yungglatze/status/1008814633531203584
;2018/06/18 22:50;11;18;"Wassily Kandinsky LITHOGRAPHIE FÜR DIE VIERTE BAUHAUSMAPPE (ROETHEL 162) 1922pic.twitter.com/Rds3EDeGim";;;;"1008814296137072646";https://twitter.com/literatura_rte/status/1008814296137072646
;2018/06/18 22:50;2;10;"XXXTentacion einfach im Koma prayers gehen raus...";;;;"1008814198611234816";https://twitter.com/LongLiveTwiizY/status/1008814198611234816
;2018/06/18 22:50;2;6;"Für dich fang ich ne Kugel .. Sagt man ja auch viel zu selten.";;;;"1008814151807000578";https://twitter.com/missExtraklasse/status/1008814151807000578
;2018/06/18 22:49;9;14;"Klänge, 1912 Wassily Kandinskypic.twitter.com/fug9JsNIj0";;;;"1008813952208396289";https://twitter.com/literatura_rte/status/1008813952208396289
;2018/06/18 22:49;3;15;"Satz mit XXX wahr wohl niXXX";;;;"1008813948970381312";https://twitter.com/pisspornpomo/status/1008813948970381312
;2018/06/18 22:49;2;4;"Ich hasse Birgit Schrowanges graue Haare. Sieht so dumm aus!";;;;"1008813944788709378";https://twitter.com/JulierSuspended/status/1008813944788709378
;2018/06/18 22:49;9;4;"#Tarifa, heute Morgen. In einer Turnhalle ist die Mehrheit der am Freitag hier angekommenen Migranten untergebracht. Habe die Polizei gefragt, ob die Menschen eingesperrt sind - „Nein, aber niemand will raus.“ Als ich die Leute selbst fragen wollte, musste ich gehen. @weltpic.twitter.com/kJ9Rn60wmS";;@weltpic;#Tarifa;"1008813893408485376";https://twitter.com/Tim_Roehn/status/1008813893408485376
;2018/06/18 22:48;3;4;"#BangBoomBang Zitate und Anspielungen bei der @ARDde zur #WM2018 Dafür müssen wir uns jetzt glaube ich bei @FussballMML und @MickyBeisenherz, @Lucas_Vogelsang und @Sky_MaikN bedanken!";;@ARDde @FussballMML @MickyBeisenherz @Lucas_Vogelsang @Sky_MaikN;#BangBoomBang #WM2018;"1008813823980163072";https://twitter.com/thore_brandes/status/1008813823980163072
;2018/06/18 22:48;7;9;"Listen. X CANNOT die bro.";;;;"1008813747304062979";https://twitter.com/olivia_lindsey1/status/1008813747304062979
;2018/06/18 22:48;2;9;"X echt ekliger Mensch aber wünsche keinem dem Tod, hoffe er schaffts.";;;;"1008813726974300161";https://twitter.com/JzudemD/status/1008813726974300161
;2018/06/18 22:48;11;31;"white people sehen keine farben bis ich sie "white people" nenne lg ash ps: #unbanverraeterin #unbanash";;;#unbanverraeterin #unbanash;"1008813713758056448";https://twitter.com/_ash_sim_/status/1008813713758056448
;2018/06/18 22:48;21;109;"Julian Reichelts Faszination für Twitter ist zerstört. Seine Faszination für das Verbreiten manipulativer Hetz-News bleibt davon aber unberührt.pic.twitter.com/JUsz95E2M8";;;;"1008813619876958208";https://twitter.com/Regendelfin/status/1008813619876958208
;2018/06/18 22:47;1;16;"Lieber gut gebumst als gar kein Workout.";;;;"1008813517238165510";https://twitter.com/kackfroh/status/1008813517238165510
;2018/06/18 23:08;1;1;"R.I.P. an alle Kriegsopfer von heute";;;;"1008818705319583744";https://twitter.com/GGenetik/status/1008818705319583744
;2018/06/18 23:07;1;3;"Es ist ein verrücktes Suchen und Finden. Behalten wollen und doch wieder verlieren. Ein ängstlicher Wettstreit, tagaus, tagein.";;;;"1008818585215623170";https://twitter.com/lizzy_brand/status/1008818585215623170
;2018/06/18 23:02;0;3;"Ich will so gern erwachsen werden und nicht schon mit 18 sterben.";;;;"1008817305596383233";https://twitter.com/weltverlorene/status/1008817305596383233
;2018/06/18 23:00;3;1;"o xxxtentation morreu?????????";;;;"1008816681752416256";https://twitter.com/ljsilvag/status/1008816681752416256
;2018/06/18 23:00;5;23;"alle die sich über x tod lustig machen verdienen tritte was zur hölle";;;;"1008816667743227904";https://twitter.com/weissnigga/status/1008816667743227904
;2018/06/18 22:56;4;16;"#Roma gehören zu uns. Sie sind die größte ethnische Minderheit in #Europa. Wir müssen endlich Ausgrenzung, Stigmatisierung und Diskriminierung überwinden. Und zwar überall. #AusGründen";;;#Roma #Europa #AusGr;"1008815857970106368";https://twitter.com/MiRo_SPD/status/1008815857970106368
;2018/06/18 22:52;2;5;"„Das passende Geschenk für den jungen Reichsbürger und alle, die darüber lachen können. Ich hoffe, bald kommt auch ein Chemtrailflugzeug.“ #Revell https://www.bild.de/news/inland/nationalsozialismus/modellbausatz-von-revell-56042752.bild.html …pic.twitter.com/d4EYLv1YGp";;;#Revell;"1008814840922673152";https://twitter.com/Zeitgeschehen_/status/1008814840922673152
;2018/06/18 22:52;1;9;"Ich bin manchmal so müde. Und doch stets so absurd voller Hoffnung. Vielleicht bin ich darum so müde.";;;;"1008814640598519808";https://twitter.com/notzitrotz/status/1008814640598519808
;2018/06/18 22:51;3;13;"mit 20 hat das niemand verdient, fuck empathielose hurensöhne";;;;"1008814589100855296";https://twitter.com/Sir_Michell/status/1008814589100855296
;2018/06/18 22:51;1;2;"superbe mag!!! @CharlotteNamura";;@CharlotteNamura;;"1008814557014429696";https://twitter.com/CrespoLisa/status/1008814557014429696
;2018/06/18 22:51;1;3;"es fühlt sich so komisch an traurig und glücklich gleichzeitig zu sein";;;;"1008814550802665472";https://twitter.com/allesxanders/status/1008814550802665472
;2018/06/18 22:51;1;5;""Ich mach dann mal eine Zeichnen-Pause"pic.twitter.com/Nizq62tT2U";;;;"1008814531974397952";https://twitter.com/Eneco0/status/1008814531974397952
;2018/06/18 22:49;2;9;"„Es kommt nicht nur darauf an, welches Wurstbrot du schmierst. Sondern vielmehr, mit wieviel Gürkchen.“";;;;"1008813889428041731";https://twitter.com/FrauRettich/status/1008813889428041731
;2018/06/18 22:49;3;6;"Mir hat's grade mein Herz zerrissen. In lauter kleine Ministückerl.https://www.huffingtonpost.com/entry/propublica-recording-children-crying-family-separation_us_5b2811a6e4b0f0b9e9a3d035?ncid=engmodushpmg00000004&guccounter=1 …";;;;"1008813886928228353";https://twitter.com/KatQuat/status/1008813886928228353
;2018/06/18 22:47;3;2;"TAIKO. Ein richtig toller Opa Der erste Hund, der beim letzten Besuch direkt aus Bucov als Notfall vorgestellt wurde. Nichts hat sich bisher getan. Leider... Rüde ~10 Jahre 55cm seine Beschreibung: http://prodogromania.de/bilder/index.php/Notf-lle/Oldies/TAIKO … Kontakt: info@prodogromania.de #adopt #Hundepic.twitter.com/5zGJJk9BAl";;@prodogromania;#adopt #Hundepic;"1008813408978919424";https://twitter.com/ProDogRomania/status/1008813408978919424
;2018/06/18 22:46;3;5;"Ahreee @BTS_twtpic.twitter.com/qmWQOBFLaC";;@BTS_twtpic;;"1008813279412736001";https://twitter.com/bts_namjoon98/status/1008813279412736001
;2018/06/18 22:47;3;13;"Verstehe nicht wie Ihr das Land hassen kommt in das ihr groß geworden seid hahaha ihr seid extremst behindert";;;;"1008813379752996877";https://twitter.com/krasivayah/status/1008813379752996877
;2018/06/18 22:46;1;6;"Als ob xxxtentacion erschossen wurde wtf";;;;"1008813285821636613";https://twitter.com/vvyy67/status/1008813285821636613
;2018/06/18 22:46;6;37;"jeder der sich über x tod lustig macht ist ein bastard";;;;"1008813138295312385";https://twitter.com/oklosgehts/status/1008813138295312385
;2018/06/18 22:46;20;0;"zzztentation";;;;"1008813116094930944";https://twitter.com/pacottl/status/1008813116094930944
;2018/06/18 22:45;3;10;"#InfoTweetℹ️ — Der Koran ruft zum Schutz anderer Religionen auf. (22:41) — Wer einen Menschen tötet, hat die ganze Menschheit getötet. Wer einen Menschen das Leben rettet, hat die ganze Menschheit gerettet. (5:33) — Es gibt im Koran keine Strafe für Religionsaustritt.pic.twitter.com/P9MXWnXv1v";;;#InfoTweet;"1008813033869774849";https://twitter.com/_nasir_ahmad_/status/1008813033869774849
;2018/06/18 22:45;2;4;"als ob jetzt auch noch x";;;;"1008812964177174528";https://twitter.com/killdmnk/status/1008812964177174528
;2018/06/18 22:45;6;10;"Dash Berlin quit Dash Berlinhttps://twitter.com/globaldanceelec/status/1008811720867962880 …";;;;"1008812858652520448";https://twitter.com/rduran/status/1008812858652520448
;2018/06/18 22:45;5;18;"Meine Gedanken sind zu kompliziert für einfache Fragen.";;;;"1008812848095604736";https://twitter.com/malymousse/status/1008812848095604736
;2018/06/18 22:44;18;89;"wenn xxxtentacion jetzt auch tot sein sollte glaub ich an nichts mehr";;;;"1008812796694401025";https://twitter.com/ehmteahes/status/1008812796694401025
;2018/06/18 22:44;4;13;"Nicht vergessen! pic.twitter.com/ysivAWcuDJ";;;;"1008812749667864577";https://twitter.com/meet_judith/status/1008812749667864577
;2018/06/18 22:44;20;67;"Was ist eigentlich das Genius Lab? Wie erkenne ich eine echte ARMY Bomb? Und was ist der Unterschied zwischen Bonsang und Daesang? Diese und viele weitere Fragen beantwortet euch das Bangtan Wiki http://www.bangtan.de/wiki.html  @BTS_twt #BangtanDE #BangtanWIKIpic.twitter.com/zL9E2fUHhc";;@BTS_twt;#BangtanDE #BangtanWIKIpic;"1008812709356466178";https://twitter.com/bangtan_germany/status/1008812709356466178
;2018/06/18 22:43;1;4;"Es macht mich traurig ihr nichts mehr zu bedeuten und auch wenn sie es nicht zugibt - ich spüre das da nichts mehr wird";;;;"1008812495346323457";https://twitter.com/matemarit/status/1008812495346323457
;2018/06/18 22:43;4;6;"Nicht mehr ganz aktuell, aber trotzdem...AFD-Clan Teil 10 #noafd #afd #fcknazis #fckafdpic.twitter.com/WNRqZ3m7Ye";;;#noafd #afd #fcknazis #fckafdpic;"1008812441579421697";https://twitter.com/moertelundkelle/status/1008812441579421697
;2018/06/18 22:43;2;15;"Nebenjob: gekündigtpic.twitter.com/GeOQDTQCr6";;;;"1008812397279285253";https://twitter.com/freiraumplaner/status/1008812397279285253
;2018/06/18 22:42;8;37;"Einfach satt getroffen! Das Traumtor von @dries_mertens14 zum Genießen. Highlights https://www.youtube.com/fifa  #WM2018pic.twitter.com/ChxC09GSZ1";;@dries_mertens14;#WM2018pic;"1008812310197145601";https://twitter.com/fifaworldcup_de/status/1008812310197145601
;2018/06/18 22:42;4;15;"#TippdesJahres Wie man #Geld sparen kann?! Keine #Bild kaufen! #Issopic.twitter.com/4gmsBJ4hN3";;;#TippdesJahres #Geld #Bild #Issopic;"1008812275543740417";https://twitter.com/MichaelB2861/status/1008812275543740417
;2018/06/18 22:41;47;435;"Well in Ruben! #ThreeLionspic.twitter.com/AC3Kby0dOA";;;#ThreeLionspic;"1008811954553704453";https://twitter.com/CPFC/status/1008811954553704453
;2018/06/18 22:41;123;458;"Most creative player in the #WorldCup so far - Messi? Özil? Neymar? De Bruyne? Müller? No, it’s Kieran Trippier (6 chances).pic.twitter.com/wEyRb3XWzK";;;#WorldCup;"1008811842972602373";https://twitter.com/SpursStatMan/status/1008811842972602373
;2018/06/18 22:40;8;43;"ein gutes request! @NilsNSommerpic.twitter.com/1MFs2Xuw8T";;@NilsNSommerpic;;"1008811799590948867";https://twitter.com/Risto_Licious/status/1008811799590948867
;2018/06/18 22:39;3;15;"Depressionen bedeuten auch: Sein eigenes Leben regelmäßig zu hassen. Sich selbst zu hassen. Sich selbst dafür die Schuld zu geben.";;;;"1008811395012587520";https://twitter.com/19Sascha09/status/1008811395012587520
;2018/06/18 22:38;4;6;"Moo FFN Military correspondentpic.twitter.com/kStDIH2Xgw";;;;"1008811324422475777";https://twitter.com/thecatsartist/status/1008811324422475777
;2018/06/18 22:38;4;8;"Willst du sie haben, dann brauchst du Narben";;;;"1008811313919713280";https://twitter.com/alligatoahbot/status/1008811313919713280
;2018/06/18 22:38;6;37;"Der Gedanke, dass Jesus vielleicht wie Jonathan von @QueerEye war, macht mir das Christentum bedeutend attraktiver.";;@QueerEye;;"1008811300154150919";https://twitter.com/KuttnerSarah/status/1008811300154150919
;2018/06/18 22:38;5;3;"Der erste Retweeter bekommt 1€ Guthaben gratis! Wer hat hier die Glocke aktiviert?";;;;"1008811196928151555";https://twitter.com/FeeHostingcom/status/1008811196928151555
;2018/06/18 22:37;4;14;"erst lil peep und jetzt xxxtentacion mein leben hat kein sinn mehr.";;;;"1008810864575737856";https://twitter.com/Czrlay/status/1008810864575737856
;2018/06/18 22:35;2;16;"Jede meiner Formulierungen ist unglücklich jede meiner Formulierungen fühlt sich nicht wohl";;;;"1008810515601207297";https://twitter.com/HughJeen/status/1008810515601207297
;2018/06/18 22:34;5;23;"Löw ist so ein inkompetenter Trottel. #DFB #WM2018pic.twitter.com/JWMqVq5QMM";;;#DFB #WM2018pic;"1008810323644768256";https://twitter.com/Harit04/status/1008810323644768256
;2018/06/18 22:33;12;58;"Hey ZDF, wenn Ihr das nächste Mal einen entlarvenden Rat gegen diesen dilettantischen bayerischen Aktionskünstlern braucht: Fragt einfach, wo das verdammte Kreuz in seinem Hintergrund ist! @heutejournal @dominikrzepkapic.twitter.com/XTWdBjPwsN";;@heutejournal @dominikrzepkapic;;"1008809997504008192";https://twitter.com/politicalbeauty/status/1008809997504008192
;2018/06/18 22:33;3;7;"Liebe an andere zu verteilen, andere zu unterstützen und für die da sein, denen es nicht gut geht, tut einfach so gut♡";;;;"1008809836371472385";https://twitter.com/Syveniaa/status/1008809836371472385
;2018/06/18 22:32;6;30;"Warum es fatal wäre, wenn der öffentlich rechtliche Rundfunk abgeschafft würde? Weil private Sender wie @sat1 politische Hetze betreiben, siehe Strunz. PS. Auch christliche Schüler dürfen nach Konfirmation oder für Kirchentage die Schule schwänzen, ihr Experten. #AfD #sat1pic.twitter.com/xtu9iKr4HI";;@sat1;#AfD #sat1pic;"1008809724983291905";https://twitter.com/JonasBelling/status/1008809724983291905
;2018/06/18 22:32;7;17;"Wenn es wirklich stimmt, dass X tot sein sollte, wäre das ein Verlust eines extrem talentierten Menschens. Glaube auch dass er sich stark charakterlich entwickelt hat auch wenn seine Vergangenheit extrem fragwürdig ist";;;;"1008809715927863300";https://twitter.com/kidnfinity/status/1008809715927863300
;2018/06/18 22:32;10;16;"N u r f ü r M u t i g e H a b e h i e r m a l w a s z u v e r s c h e n k e n. pic.twitter.com/VMGpPAKDVn";;;;"1008809709439275013";https://twitter.com/spass_fun/status/1008809709439275013
;2018/06/18 22:32;4;12;"Siri, ich schwör dir ich kenne keine Alexa. Alexa: Wer ist Siri? Sofa: Ist Alexa nett? Bett: Du hast ein Sofa? Sofa: Gute Nacht.";;;;"1008809683753291777";https://twitter.com/meinsofa/status/1008809683753291777
;2018/06/18 22:31;6;37;""Du bist halt nur anders schlau." Selten wurde ich netter beleidigt.";;;;"1008809560403005440";https://twitter.com/deinbier/status/1008809560403005440
;2018/06/18 22:30;58;1079;"+2 da Barbie ⚘pic.twitter.com/Ig5NZN4rEt";;;;"1008809255636557825";https://twitter.com/Biaa_rj/status/1008809255636557825
;2018/06/18 22:30;9;5;"bei der #noafd Veranstaltung heute(18.06.18) in #baddürrenberg mit dem MdB #pasemann war auch der IB-Fascho Mario Müller #kontrakultur(rechts im Bild stehend) links steht Daniel Schneider von der #noafd Saalekreis, verdeckt im weißen Hemd #tillschneider #fckafd #fckIBpic.twitter.com/BvS7wim54O";;;#noafd #badd #pasemann #kontrakultur #noafd #tillschneider #fckafd #fckIBpic;"1008809248288137217";https://twitter.com/RoteBrille_GRO/status/1008809248288137217
;2018/06/18 22:29;13;23;"Wirrer Auftritt von @nicolabeerfdp gerade bei @phoenix_de: "Angela Merkel hat ja 2015 diese ganzen Flüchtlinge ins Land geholt". Jetzt wird - faktisch unzureffender - AfD-Sprech nicht nur von @c_lindner hoffähig gemacht, sondern auch noch von dieser Dame. Liberalismus am Ende.";;@nicolabeerfdp @phoenix_de @c_lindner;;"1008808950874234880";https://twitter.com/fromBembeltown/status/1008808950874234880
;2018/06/18 22:28;15;46;"Italien will Roma zählen lassen. Next Step Register oder wie? Dieses Europa ist wirklich nicht wiederzuerkennen. Die fahren uns mit ihrem Hass voll an die Wand. Die Kurzens und Salvinis und Orbans und Seehofers. Und wenn's dann ordentlich staubt will's wieder keiner gewesen sein.";;;;"1008808719583506432";https://twitter.com/KatQuat/status/1008808719583506432
